Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10,Subect or unit objective 1,Subect or unit objective 2,Subect or unit objective 3,Subect or unit objective 4,Subect or unit objective 5,Subect or unit objective 6,Subect or unit objective 7,Subect or unit objective 8,Subect or unit objective 9,Subect or unit objective 10
,TAFE SA,,Department for Correctional Services (DCS) Correctional Officers Tests - Practice Set 2,"Government, Property and Legal",,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T055316550.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Government,"Government, Property and Legal","$1,955 -
                                $3,134",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00951.aspx?S=APP&Y=2021,English,A,This Traineeship will assist you to develop the skills and knowledge for an entry level role within the public sector. Studies will focus on meeting the ethical and legislative requirements of the public service whilst undertaking a diverse range of administration support work activities that are generalist in nature. (Please note that this Traineeship is only available to SA Government employees).,The generalist qualification covers the skills required to operate in a broad range of public service work activities that are generalist in nature.,Australia,Yes,Yes,,Yes,Yes,"

Important Information



Students will be required to demonstrate satisfactory reading, writing and numeracy skills as part of course counselling before enrolling.


",Normal,No,Comply with legislation in the public sector,Uphold the values and principles of public service,Use workplace communication strategies,Work effectively with diversity,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,,Certificate IV in Government Investigations,"Government, Property and Legal",,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00935.aspx?S=APP&Y=2021,English,A,This course provides skills and knowledge for those working or seeking work in government investigations or regulatory compliance. Investigation processes including gathering and recording evidence and interview techniques will be taught with other skills essential to employment in the public sector including values and ethics.,"Job roles and titles vary across different industry sectors. Possible job titles relevant to this qualification include Federal, State and Local Government investigation and compliance positions, managers and supervisors.",Australia,Yes,Yes,,Yes,Yes,"

Important Information



Reading, writing and numeracy skills are assessed using the Core Skills Profile for Adults (CSPA). This assessment is used to determine whether you will be required to undertake additional support units alongside your qualification or undertake a pathway course before commencing your chosen qualification. If you receive an offer, more information will be provided at your enrolment session.


",Apprenticeships & Traineeships,No,Apply regulatory powers,Conduct an investigation,Finalise an investigation,Gather information through interviews,Plan and initiate an investigation,Uphold and support the values and principles of public service,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,Online,Certificate IV in Legal Services,"Government, Property and Legal","$4,484 -
                          $5,358",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00727.aspx?S=AWD&Y=2021,English,A,"This course is for those interested in working, or already work, as a legal support officer in a law firm, commercial entity, community organisation or the public sector. It covers the Australian legal system, court process, legal research, the law and professional rules that apply to support staff, legal computing, communication, contract law and torts.","Graduates will be equipped to gain employment as a legal assistant, legal secretary, legal support officer or assistant paralegal.",Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Apprenticeships & Traineeships,No,Apply the principles of contract law,Apply the principles of the law of torts,Conduct work within a compliance framework,Establish and maintain a file in legal services,Identify and apply the legal framework,Implement effective communication strategies,Produce complex legal documents,Research legal information using primary sources,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,,Certificate IV in Legal Services,"Government, Property and Legal",,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00727.aspx?S=APP&Y=2021,English,A,"This course is for those interested in working, or already work, as a legal support officer in a law firm, commercial entity, community organisation or the public sector. It covers the Australian legal system, court process, legal research, the law and professional rules that apply to support staff, legal computing, communication, contract law and torts.","Graduates will be equipped to gain employment as a legal assistant, legal secretary, legal support officer or assistant paralegal.",Australia,Yes,Yes,,Yes,Yes,"

How to Apply



Apprenticeships/Traineeships
 Find out how to apply for
                        
                          Apprenticeships & Traineeships.

Note: You must be an Australian Resident to apply for this course. For International Students
                  please visit
                  International Courses.
                

",Apprenticeships & Traineeships,No,Apply the principles of contract law,Apply the principles of the law of torts,Conduct work within a compliance framework,Establish and maintain a file in legal services,Identify and apply the legal framework,Implement effective communication strategies,Produce complex legal documents,Research legal information using primary sources,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,South Australia Police (SAPOL) Recruitment Tests,"Government, Property and Legal",,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T728352582.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,South Australia Police (SAPOL) Recruitment Tests - Computer Formatting and Typing Tests Only,"Government, Property and Legal",,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T104623010.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,South Australia Police (SAPOL) Recruitment Tests - English as a Second Language Applicants,"Government, Property and Legal",,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T804575727.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,South Australia Police (SAPOL) Recruitment Tests - Practice Set 1,"Government, Property and Legal",,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T275302577.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,South Australia Police (SAPOL) Recruitment Tests - Practice Set 2,"Government, Property and Legal",,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T275484425.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIP,TAFE SA,Online,Advanced Diploma of Conveyancing,"Government, Property and Legal","$7,440 -
                          $8,360",,AUD,Year,18,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00729.aspx?S=AWD&Y=2021,English,A,"This course is designed to provide participants with the specialist skills needed to operate in a conveyancing environment. It covers conveyancing, financial transactions, contract law and legal documents and advice. Successful completion enables students to apply to the Office of Consumer and Business Affairs for registration as a licenced conveyancer in South Australia.","This qualification is delivered taking into account South Australian Law and  Industry practices as well as Federal law that are relevant to prospective Conveyancers intending to practice in South Australia. The conveyancing program can lead to work as a conveyancer or conveyancing clerk in banks, law firms or conveyancing offices.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Analyse and interpret legal requirements for a transaction,Apply principles of professional practice to work in the financial services industry,Apply the principles of contract law,Establish and manage a trust account,Finalise the conveyancing transaction,Identify and conduct searches,Prepare legal documents,Read and interpret a legal document and provide advice,Take instructions in relation to a transaction,,,,,,,,,,,,,,,,,,,,,
CERTII,TAFE SA,Adelaide City,Certificate II in Retail Cosmetics,Hair and Beauty,"$4,228",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00937.aspx?S=AWD&Y=2021,English,A,"You will learn how to apply make-up for day, evening and special events and master fashion forward techniques in various looks such as glamour, smokey eye and cat walk. These skills will be delivered in our beauty clinics which simulate the workplace.","This qualification provides a pathway to work as a retail sales consultant in any business that sells beauty or cosmetic products and services. This can include beauty and hairdressing salons, retail outlets and department stores. Certificate II in Retail Cosmetics is a pathway into Certificate III in Beauty Services.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Advise on beauty products and services,Communicate as part of a salon team,Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Contribute to health and safety of self and others,Design and apply make-up,Organise personal work requirements,Produce visual merchandise displays,Recommend products and services,Sell to the retail customer,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Adelaide City,Certificate III in Beauty Services,Hair and Beauty,"$6,325",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00887.aspx?S=AWD&Y=2021,English,A,"You will learn how to perform services in waxing, tanning, manicure and pedicure, eyelash and brow treatments and you have the ability to choose electives to personalise your course to suit your career. This course enables you to work as a beautician and is delivered in our beauty clinics which simulate the workplace.","Beautician, retail beauty consultant, beauty salon assistant.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Apprenticeships & Traineeships,No,Advise on beauty products and services,Apply cosmetic tanning products,"Apply safe hygiene, health and work practices",Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Design and apply make-up,Provide lash and brow services,Provide manicure and pedicare services,Provide salon services to clients,Provide waxing services,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Adelaide City,Certificate III in Make-Up,Hair and Beauty,"$6,224",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00888.aspx?S=AWD&Y=2021,English,A,"You will learn skills and knowledge to work as a make-up artist either in beauty clinics, retail or as a freelance make-up artist. The course covers day, evening, bridal, glamour, catwalk airbrushing and creative make-up techniques as well as spray tanning and lash and brow treatments. These skills will be delivered in our beauty clinics which simulate the workplace.","This qualification reflects the role of individuals employed as make-up artists to design and apply make-up for a range of purposes and occasions across the beauty, fashion, media and entertainment industries. This qualification is a pathway to Certificate IV in Beauty Therapy.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Apply airbrushed make-up,"Apply safe hygiene, health and work practices",Comply with organisational requirements within a personal services environment,Design and apply creative make-up,Design and apply make-up,Design and apply make-up for photography,Design and apply remedial camouflage make-up,Provide salon services to clients,Research and apply beauty industry information,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Adelaide City,Certificate III in Nail Technology,Hair and Beauty,"$8,390 -
                          $9,459",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00889.aspx?S=AWD&Y=2021,English,A,"You will learn the skills to work as a nail technician through performing services in manicure and pedicure, gel nails, acrylic nails and nail art. These skills will be delivered in our beauty clinics which simulate the workplace.",Nail Technician.,Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Apprenticeships & Traineeships,No,Advise on beauty products and services,Apply acrylic nail enhancements,Apply gel nail enhancements,Apply nail art,"Apply safe hygiene, health and work practices",Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Provide manicure and pedicare services,Provide salon services to clients,Research and apply beauty industry information,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,Adelaide City,Certificate IV in Beauty Therapy,Hair and Beauty,"$16,046",,AUD,Year,18,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00899.aspx?S=AWD&Y=2021,English,A,"Gain the skills and knowledge to work as a beauty therapist. You will learn skills in waxing, tanning, manicure and pedicure, eyelash and brow treatments, facials and body massage and treatments. Practical experience will be gained by working in a salon, including client consultations and recommending retail products. These skills will be delivered in our beauty clinics which simulate the workplace.",This qualification reflects the role of individuals who work as beauty therapists to provide a range of beauty therapy treatments and services. They communicate with clients to recommend treatments and services and sell retail skin care and cosmetic products.,Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Normal,No,Apply cosmetic tanning products,"Apply safe hygiene, health and work practices",Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Design and apply make-up,Provide body massages,Provide body treatments,Provide facial treatments and skin care recommendations,Provide lash and brow services,Provide manicure and pedicare services,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Adelaide City,Diploma of Beauty Therapy,Hair and Beauty,"$23,138",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00900.aspx?S=AWD&Y=2021,English,A,Do you love everything beauty? Are you good with your hands and enjoy interacting with people? This course will help you become a fully-qualified Beauty Therapist working in beauty salons and spas.,"This qualification reflects the role of individuals employed as beauty therapists to provide a broad range of beauty therapy treatments and services including facial treatments, body massage and treatments, hair removal, lash and brow treatments, nail and make-up services. This includes consultation with clients to provide beauty advice, recommend beauty treatments and services, and sell retail skin-care and cosmetic products.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access VET Student Loans are required to demonstrate satisfactory reading, writing and numeracy skills, or provide evidence of successful completion of SACE Stage 2 or equivalent Australian Year 12 certificate, or completion of Certificate IV or above",Normal,No,"Apply safe hygiene, health and work practices",Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Design and apply make-up,Provide body massages,Provide body treatments,Provide facial treatments and skin care recommendations,Provide lash and brow services,Provide manicure and pedicare services,Provide salon services to clients,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Adelaide City,Diploma of Screen and Media (Specialist Make-up Services),Hair and Beauty,"$8,733",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01157.aspx?S=AWD&Y=2021,English,A,"Is entering the makeup industry your dream? Whether you have some makeup and hair skills or absolutely none, the Diploma in Screen and Media - Specialist Makeup will prepare you to work in all aspects of the makeup industry including photographic, airbrushed and fashion makeup and theatrical and screen special effects makeup. Students will learn how to work in the media industry by collaborating with students at the Adelaide College of the Arts to work on films, stage, TV and VFX productions, giving them priceless real-world experience and connections within the industry. This ensures that graduates are industry ready to work in the ever-growing screen and media industry.",,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Establish and maintain safe creative practice,Maintain and apply creative arts industry knowledge,Originate and develop concepts,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIP,TAFE SA,Adelaide City,Advanced Diploma of Intense Pulsed Light and Laser for Hair,Hair and Beauty,"$2,600",,AUD,Year,9,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01161.aspx?S=AWD&Y=2021,English,A,"Do you have IPL and Laser hair reduction skills but no formal qualification? You can complete a Recognition of Prior Learning (RPL) process with us to get one.
At TAFE SA, we understand that you want to gain your qualification, but don’t want hours studying competencies in which you are proficient. 
Our Advanced Diploma qualification is for industry professionals looking to gain a nationally recognised training qualification for your knowledge and skills you perform in industry. 
This qualification reflects the role of industry professionals who have specialised knowledge to design and safely apply Intense Pulsed Light and Laser to reduce hair on the body and face.
Our goal is to build strong working relationships with industry professionals, providing contemporary, customised, quality RPL assessment.",,Australia,Yes,Yes,,Yes,Yes,"Are an Enrolled Nurse or Registered Nurse AND have 12 months post-qualification experience in the application of knowledge in human biology, anatomy and physiology OR",Normal,No,Design intense pulsed light hair reduction treatment programs,Design laser hair reduction treatment programs,Identify and control safety risks for intense pulsed light and laser hair reduction treatments,Investigate developments in cosmetic treatments using light and laser systems,Maintain infection control standards,Provide intense pulsed light hair reduction treatments,Provide laser hair reduction treatments,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Back to Basics: Day and Night Make-Up Looks,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T396626840.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Brow Lamination,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T836246912.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Eyelash Extensions,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T388522496.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Lash Lift,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T283007547.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Volume Eyelash Extensions,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T296513133.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Beauty Services,Hair and Beauty,,,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00887.aspx?S=APP&Y=2021,English,A,"You will learn how to perform services in waxing, tanning, manicure and pedicure, eyelash and brow treatments and you have the ability to choose electives to personalise your course to suit your career. This course enables you to work as a beautician and is delivered in our beauty clinics which simulate the workplace.","Beautician, retail beauty consultant, beauty salon assistant.",Australia,Yes,Yes,,Yes,Yes,"

Important Information



Reading, writing and numeracy skills are assessed using the Core Skills Profile for Adults (CSPA). This assessment is used to determine whether you will be required to undertake additional support units alongside your qualification or undertake a pathway course before commencing your chosen qualification. If you receive an offer, more information will be provided at your enrolment session.
This course has more than one intake each Semester and you will commence at the next available intake.


",Apprenticeships & Traineeships,No,Advise on beauty products and services,Apply cosmetic tanning products,"Apply safe hygiene, health and work practices",Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Design and apply make-up,Provide lash and brow services,Provide manicure and pedicare services,Provide salon services to clients,Provide waxing services,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Nail Technology,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00889.aspx?S=APP&Y=2021,English,A,"You will learn the skills to work as a nail technician through performing services in manicure and pedicure, gel nails, acrylic nails and nail art. These skills will be delivered in our beauty clinics which simulate the workplace.",Nail Technician.,Australia,Yes,Yes,,Yes,Yes,"Important Information



This course is delivered over 40 days in the year.
This course has more than one intake each Semester and you will commence at the next available intake.",Apprenticeships & Traineeships,No,Advise on beauty products and services,Apply acrylic nail enhancements,Apply gel nail enhancements,Apply nail art,"Apply safe hygiene, health and work practices",Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Provide manicure and pedicare services,Provide salon services to clients,Research and apply beauty industry information,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Beauty Services,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00887.aspx?S=INT&Y=2021,English,A,"You will learn how to perform services in waxing, tanning, manicure and pedicure, eyelash and brow treatments and you have the ability to choose electives to personalise your course to suit your career. This course enables you to work as a beautician and is delivered in our beauty clinics which simulate the workplace.","Beautician, retail beauty consultant, beauty salon assistant.",Australia,Yes,Yes,,Yes,Yes,,Apprenticeships & Traineeships,No,Advise on beauty products and services,Apply cosmetic tanning products,"Apply safe hygiene, health and work practices",Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Design and apply make-up,Provide lash and brow services,Provide manicure and pedicare services,Provide salon services to clients,Provide waxing services,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,,Certificate IV in Beauty Therapy,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00899.aspx?S=INT&Y=2021,English,A,"Gain the skills and knowledge to work as a beauty therapist. You will learn skills in waxing, tanning, manicure and pedicure, eyelash and brow treatments, facials and body massage and treatments. Practical experience will be gained by working in a salon, including client consultations and recommending retail products. These skills will be delivered in our beauty clinics which simulate the workplace.",This qualification reflects the role of individuals who work as beauty therapists to provide a range of beauty therapy treatments and services. They communicate with clients to recommend treatments and services and sell retail skin care and cosmetic products.,Australia,Yes,Yes,,Yes,Yes,,Normal,No,Apply cosmetic tanning products,"Apply safe hygiene, health and work practices",Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Design and apply make-up,Provide body massages,Provide body treatments,Provide facial treatments and skin care recommendations,Provide lash and brow services,Provide manicure and pedicare services,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,,Diploma of Beauty Therapy,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00900.aspx?S=INT&Y=2021,English,A,Do you love everything beauty? Are you good with your hands and enjoy interacting with people? This course will help you become a fully-qualified Beauty Therapist working in beauty salons and spas.,"This qualification reflects the role of individuals employed as beauty therapists to provide a broad range of beauty therapy treatments and services including facial treatments, body massage and treatments, hair removal, lash and brow treatments, nail and make-up services. This includes consultation with clients to provide beauty advice, recommend beauty treatments and services, and sell retail skin-care and cosmetic products.",Australia,Yes,Yes,,Yes,Yes,,Normal,No,"Apply safe hygiene, health and work practices",Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Design and apply make-up,Provide body massages,Provide body treatments,Provide facial treatments and skin care recommendations,Provide lash and brow services,Provide manicure and pedicare services,Provide salon services to clients,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Hair & Make-up Directions,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T105100379.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,TAFE SA,Adelaide City,Certificate II in Salon Assistant,Hair and Beauty,"$4,163 -
                          $4,914",,AUD,Year,3,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00934.aspx?S=AWD&Y=2021,English,A,"Begin your journey as a hairdresser with this course where you will learn about interacting with clients and providing hairdressing services, combined with developing skills to become an integral part of a highly creative team.","Employment outcomes are to gain an apprenticeship in Hairdressing, continue studying the Certificate III in Hairdressing or work as a Salon assistant in the retail or beauty industry.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Communicate as part of a salon team,Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Contribute to health and safety of self and others,Dry hair to shape,Greet and prepare clients for salon services,"Maintain and organise tools, equipment and work areas",Provide shampoo and basin services,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Adelaide City,Certificate III in Barbering,Hair and Beauty,"$16,725",,AUD,Year,14,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00901.aspx?S=AWD&Y=2021,English,A,"Start your career in barbering with this course. You'll learn men’s grooming, head and face shaving, beards and moustaches teamed with haircutting and finishing the client’s hair. The course has a strong focus on knowledge and practical skills in all haircutting and men's grooming.","This qualification provides a pathway to work as a barber in the hairdressing or barbering industry, usually a barber shop or salon.",Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Apprenticeships & Traineeships,No,"Apply safe hygiene, health and work practices",Communicate as part of a salon team,Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Create combined traditional and classic mens haircut structures,Create graduated haircut structures,Create layered haircut structures,Create one length or solid haircut structures,Cut hair using freehand clipper techniques,Cut hair using over-comb techniques,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Adelaide City,Certificate III in Hairdressing,Hair and Beauty,"$25,538",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00949.aspx?S=AWD&Y=2021,English,A,"Discover a dynamic career in hairdressing with this course, which is the essential qualification to work as a hairdresser in Australia. You will learn skills in designing and applying a broad range of technical hairdressing services including cutting, styling, colouring, perming and straightening. On completion you will have the knowledge to treat hair, build confidence and indulge your client and create looks that will turn heads.","This qualification can lead you to other career opportunities such as  •Session stylist, •Salon Manager •Salon Owner •the Film and Media Industry • A product Technician or Representative for a product company.",Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Apprenticeships & Traineeships,No,"Apply safe hygiene, health and work practices",Colour and lighten hair,Communicate as part of a salon team,Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Create finished hair designs,Create graduated haircut structures,Create layered haircut structures,Create one length or solid haircut structures,Cut hair using over-comb techniques,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Barbering,Hair and Beauty,,,AUD,Year,42,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00901.aspx?S=APP&Y=2021,English,A,"Start your career in barbering with this course. You'll learn men’s grooming, head and face shaving, beards and moustaches teamed with haircutting and finishing the client’s hair. The course has a strong focus on knowledge and practical skills in all haircutting and men's grooming.","This qualification provides a pathway to work as a barber in the hairdressing or barbering industry, usually a barber shop or salon.",Australia,Yes,Yes,,Yes,Yes,"

Important Information



This course has more than one intake each Semester and you will commence at the next available intake.


",Apprenticeships & Traineeships,No,"Apply safe hygiene, health and work practices",Communicate as part of a salon team,Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Create combined traditional and classic mens haircut structures,Create graduated haircut structures,Create layered haircut structures,Create one length or solid haircut structures,Cut hair using freehand clipper techniques,Cut hair using over-comb techniques,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Hairdressing,Hair and Beauty,,,AUD,Year,42,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00949.aspx?S=APP&Y=2021,English,A,"Discover a dynamic career in hairdressing with this course, which is the essential qualification to work as a hairdresser in Australia. You will learn skills in designing and applying a broad range of technical hairdressing services including cutting, styling, colouring, perming and straightening. On completion you will have the knowledge to treat hair, build confidence and indulge your client and create looks that will turn heads.","This qualification can lead you to other career opportunities such as  •Session stylist, •Salon Manager •Salon Owner •the Film and Media Industry • A product Technician or Representative for a product company.",Australia,Yes,Yes,,Yes,Yes,"

Important Information



This course has more than one intake each Semester and you will commence at the next available intake.


",Apprenticeships & Traineeships,No,"Apply safe hygiene, health and work practices",Colour and lighten hair,Communicate as part of a salon team,Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Create finished hair designs,Create graduated haircut structures,Create layered haircut structures,Create one length or solid haircut structures,Cut hair using over-comb techniques,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Barbering,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00901.aspx?S=INT&Y=2021,English,A,"Start your career in barbering with this course. You'll learn men’s grooming, head and face shaving, beards and moustaches teamed with haircutting and finishing the client’s hair. The course has a strong focus on knowledge and practical skills in all haircutting and men's grooming.","This qualification provides a pathway to work as a barber in the hairdressing or barbering industry, usually a barber shop or salon.",Australia,Yes,Yes,,Yes,Yes,,Apprenticeships & Traineeships,No,"Apply safe hygiene, health and work practices",Communicate as part of a salon team,Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Create combined traditional and classic mens haircut structures,Create graduated haircut structures,Create layered haircut structures,Create one length or solid haircut structures,Cut hair using freehand clipper techniques,Cut hair using over-comb techniques,,,,,,,,,,,,,,,,,,,,
